MyUnknownColumn,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
510,5118270,F,N,N,0,99000,Working,"Secondary / secondary special",Married,"With parents",-19566,-5453,1,1,0,0,"Medicine staff",2,0
515,5088836,F,N,Y,0,612000,"State servant","Secondary / secondary special",Married,"House / apartment",-12563,-3715,1,0,0,1,Accountants,2,0
516,5035418,F,N,Y,0,292500,Working,"Higher education",Married,"House / apartment",-21111,-4816,1,0,0,0,"Core staff",2,0
519,5086060,F,N,Y,0,135000,"State servant","Secondary / secondary special",Married,"House / apartment",-20542,-9422,1,0,1,0,"Core staff",2,0
520,5095117,F,N,Y,0,67500,Working,"Higher education",Married,"House / apartment",-14240,-1586,1,0,0,0,"Core staff",2,0
521,5067419,F,N,Y,0,144000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23334,365243,1,0,0,0,Laborers,2,0
522,5041307,F,Y,Y,0,90000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23118,365243,1,0,1,0,Laborers,2,0
529,5092436,F,Y,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-19921,365243,1,0,1,0,Laborers,2,0
530,5022243,F,N,Y,0,202500,Working,"Secondary / secondary special",Married,"House / apartment",-15231,-8375,1,0,0,1,"High skill tech staff",2,0
540,5091048,F,N,Y,2,270000,"Commercial associate","Higher education",Married,"House / apartment",-15438,-2197,1,0,0,1,Secretaries,4,0
542,5097106,F,N,Y,0,193500,Working,"Secondary / secondary special",Married,"House / apartment",-21026,-11448,1,0,1,0,Laborers,2,0
543,5099877,F,Y,Y,0,103500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21671,365243,1,0,1,0,Laborers,2,0
546,5010412,F,N,Y,0,202500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21854,365243,1,0,0,0,Laborers,2,0
552,5126527,F,N,N,0,225000,"State servant","Secondary / secondary special",Married,"With parents",-12269,-196,1,0,1,0,"Medicine staff",2,0
557,5067653,F,N,Y,0,787500,"State servant","Higher education",Married,"House / apartment",-17203,-1431,1,0,0,1,Managers,2,0
561,5024636,F,N,Y,0,191399.3262,Working,"Secondary / secondary special",Married,"House / apartment",-19922,-1128,1,0,0,0,Laborers,2,0
569,5025741,F,Y,N,0,216000,Working,"Higher education",Married,"Municipal apartment",-11974,-282,1,0,1,0,"Sales staff",2,0
570,5045992,F,N,Y,0,157500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15256,-4491,1,0,0,0,Laborers,2,0
572,5024586,F,Y,Y,2,315000,"State servant","Secondary / secondary special",Married,"House / apartment",-12348,-1220,1,0,0,0,Managers,4,0
574,5091929,F,Y,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-18197,-657,1,0,0,0,Laborers,2,0
575,5149034,F,N,Y,0,180000,"State servant","Higher education",Married,"House / apartment",-17483,-1203,1,0,0,0,"Core staff",2,0
582,5135819,F,N,Y,0,90000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-19482,-2878,1,0,0,0,Laborers,2,0
583,5092287,F,N,Y,0,247500,Pensioner,"Higher education",Married,"House / apartment",-22107,365243,1,0,0,0,Laborers,2,0
585,5028280,F,N,N,1,157500,"Commercial associate","Incomplete higher",Married,"With parents",-11941,-2760,1,0,0,0,Laborers,3,0
586,5095896,F,N,N,1,112500,"Commercial associate","Higher education",Married,"House / apartment",-16018,-2532,1,1,1,0,Managers,3,0
588,5100027,F,Y,N,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-19317,-11542,1,0,0,0,"Medicine staff",2,0
591,5046126,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-20301,-3092,1,1,1,0,Managers,2,0
593,5143319,F,Y,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20838,365243,1,0,0,0,Laborers,2,0
595,5117248,F,N,Y,2,112500,Working,"Secondary / secondary special",Married,"House / apartment",-12974,-2379,1,0,0,0,Laborers,4,0
596,5024386,F,N,N,0,117000,Working,"Secondary / secondary special",Married,"Municipal apartment",-13494,-1281,1,0,0,0,"Sales staff",2,0
599,5089320,F,Y,N,0,135000,"Commercial associate","Higher education",Married,"House / apartment",-11616,-825,1,1,1,1,"High skill tech staff",2,0
607,5037157,F,N,Y,0,157500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22861,365243,1,0,1,0,Laborers,2,0
610,5021967,F,N,N,1,103500,Working,"Secondary / secondary special",Married,"House / apartment",-11720,-1191,1,0,0,0,"Sales staff",3,0
611,5135530,F,Y,Y,0,99000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21014,365243,1,0,0,0,Laborers,2,0
612,5146534,F,Y,N,1,67500,"State servant","Secondary / secondary special",Married,"House / apartment",-15151,-1162,1,0,0,0,"Core staff",3,0
613,5126101,F,N,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21042,365243,1,0,1,0,Laborers,2,0
616,5079035,F,N,Y,0,135000,Pensioner,"Lower secondary",Married,"House / apartment",-22569,365243,1,0,0,0,Laborers,2,0
618,5113647,F,N,Y,0,225000,Working,"Incomplete higher",Married,"House / apartment",-12262,-223,1,0,0,1,Managers,2,0
620,5028781,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-15836,-3034,1,0,0,0,Laborers,2,0
621,5125730,F,Y,Y,1,119700,Working,"Higher education",Married,"House / apartment",-13058,-3329,1,0,1,0,Laborers,3,0
624,5062214,F,N,Y,2,153000,"Commercial associate","Higher education",Married,"House / apartment",-13283,-1324,1,0,0,0,Accountants,4,0
625,5009023,F,N,Y,2,216000,"State servant","Higher education",Married,"House / apartment",-15444,-3112,1,0,0,1,Laborers,4,0
626,5029191,F,N,Y,0,202500,Working,"Secondary / secondary special",Married,"House / apartment",-16040.34207,-2959,1,0,0,0,"Sales staff",2,0
627,5028946,F,N,Y,0,90000,"State servant","Secondary / secondary special",Married,"House / apartment",-17420,-234,1,0,0,0,Laborers,2,0
628,5068470,F,N,N,1,108000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15150,-719,1,0,0,0,"Medicine staff",3,0
629,5045828,F,N,Y,0,270000,Pensioner,"Higher education",Married,"House / apartment",-22340,365243,1,0,0,0,Laborers,2,0
630,5095930,F,N,N,0,76500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20592,365243,1,0,1,0,Laborers,2,0
631,5090049,F,N,Y,0,69372,Working,"Secondary / secondary special",Married,"House / apartment",-15887,-217,1,1,1,0,Laborers,2,0
632,5067730,F,N,Y,1,135000,"Commercial associate","Incomplete higher",Married,"House / apartment",-10288,-2616,1,1,1,0,Managers,3,0
633,5092239,F,N,N,0,117000,Working,"Secondary / secondary special",Married,"House / apartment",-20754,-2330,1,0,0,0,Laborers,2,0
635,5099914,F,N,Y,2,126000,Working,"Secondary / secondary special",Married,"House / apartment",-10020,-1587,1,1,1,0,"Sales staff",4,0
636,5053032,F,N,Y,0,135000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20755,365243,1,0,0,0,Laborers,2,0
643,5065342,F,N,Y,0,157500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22481,365243,1,0,1,0,Laborers,2,0
646,5135460,F,N,Y,3,37800,Pensioner,"Secondary / secondary special",Married,"House / apartment",-13014,365243,1,0,0,0,Laborers,5,0
647,5009319,F,Y,N,0,135000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20140,365243,1,0,1,1,Laborers,2,0
648,5091006,F,N,Y,0,157500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-17211,-3232,1,0,0,0,Laborers,2,0
652,5009472,F,N,N,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-19702,-9870,1,1,1,0,Laborers,2,0
653,5135378,F,N,Y,0,387000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-20082,-4979,1,0,0,0,"Sales staff",2,0
657,5008865,F,Y,Y,2,135000,Working,"Secondary / secondary special",Married,"House / apartment",-15761,-3173,1,0,0,0,Laborers,4,0
658,5116640,F,N,Y,1,202500,Working,"Secondary / secondary special",Married,"House / apartment",-15804,-732,1,0,0,1,Laborers,3,0
668,5069289,F,N,Y,0,270000,"Commercial associate","Incomplete higher",Married,"House / apartment",-14783,-3397,1,0,0,0,"Core staff",2,0
669,5135938,F,Y,N,2,315000,Working,"Secondary / secondary special",Married,"House / apartment",-15621,-3792,1,0,0,0,"Sales staff",4,0
670,5118026,F,N,N,0,315000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-13630,-3230,1,0,1,0,"High skill tech staff",2,0
671,5053524,F,N,Y,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-14762,-2464,1,0,1,0,Managers,2,0
672,5010567,F,Y,Y,0,121500,Working,"Higher education",Married,"House / apartment",-10145,-1682,1,0,0,1,"Sales staff",2,0
675,5036187,F,Y,Y,1,157500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20661,365243,1,0,1,0,Laborers,3,0
676,5050635,F,N,N,0,225000,"State servant","Secondary / secondary special",Married,"House / apartment",-13556,-2966,1,0,0,0,Managers,2,0
677,5067444,F,Y,Y,0,135000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22880,365243,1,0,0,0,Laborers,2,0
683,5066832,F,Y,Y,0,157500,Pensioner,"Lower secondary",Married,"House / apartment",-21739,365243,1,0,0,0,Laborers,2,0
689,5041681,F,N,N,0,94500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-16040.34207,365243,1,0,1,0,Laborers,2,0
698,5115884,F,N,Y,0,54000,Pensioner,"Higher education",Married,"House / apartment",-24507,365243,1,0,0,0,Laborers,2,0
699,5010303,F,N,Y,0,189000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-20233,-6218,1,1,1,0,Laborers,2,0
700,5142496,F,Y,Y,1,135000,"Commercial associate","Higher education",Married,"House / apartment",-15481,-2874,1,0,0,0,"Private service staff",3,0
702,5125585,F,N,Y,0,121500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22571,365243,1,0,1,0,Laborers,2,0
709,5047667,F,N,N,0,90000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-8710,-522,1,0,0,0,Laborers,2,0
710,5091718,F,Y,Y,0,90000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-14116,-2269,1,0,0,0,"Medicine staff",2,0
717,5046086,F,Y,Y,0,99000,Working,"Secondary / secondary special",Married,"House / apartment",-21030,-2299,1,0,0,0,Laborers,2,0
719,5149592,F,N,Y,0,157500,Working,"Higher education",Married,"House / apartment",-12289,-1812,1,0,1,0,"Core staff",2,0
723,5096169,F,N,N,0,112500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-19601,-796,1,0,0,0,"High skill tech staff",2,0
725,5067542,F,N,Y,0,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-21180,-2728,1,0,0,0,Laborers,2,0
726,5090871,F,N,N,2,225000,Working,"Secondary / secondary special",Married,"House / apartment",-14172,-1130,1,0,0,0,"Medicine staff",4,0
729,5116319,F,N,Y,2,157500,Working,"Secondary / secondary special",Married,"House / apartment",-14212,-1889,1,0,0,0,Laborers,4,0
731,5042082,F,Y,N,0,315000,"Commercial associate","Higher education",Married,"House / apartment",-19495,-1678,1,0,1,0,Accountants,2,0
732,5091416,F,N,Y,0,225000,Working,"Higher education",Married,"House / apartment",-16202,-2939,1,1,1,0,Managers,2,0
733,5041675,F,Y,Y,1,333000,"Commercial associate","Higher education",Married,"House / apartment",-11525,-1616,1,0,0,0,Managers,3,0
735,5145965,F,N,N,2,130500,Working,"Secondary / secondary special",Married,"House / apartment",-15436,-3476,1,0,0,0,"Sales staff",4,0
736,5126543,F,Y,N,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-10238,-3453,1,0,0,0,Laborers,2,0
738,5068378,F,N,Y,1,126000,Working,"Higher education",Married,"House / apartment",-12662,-1359,1,1,1,1,"Sales staff",3,0
740,5010025,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-20782,-2321,1,0,0,0,Laborers,2,0
741,5091016,F,N,Y,1,112500,Working,"Secondary / secondary special",Married,"House / apartment",-14284,-4267,1,0,0,0,"Cooking staff",3,0
742,5149744,F,N,Y,1,105750,Working,"Secondary / secondary special",Married,"With parents",-12753,-1386,1,0,0,0,"Cleaning staff",3,0
743,5117561,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-16040.34207,-645,1,1,0,0,Laborers,2,0
749,5113163,F,Y,Y,1,180000,Working,"Secondary / secondary special",Married,"House / apartment",-12579,-3716,1,1,1,0,Laborers,3,0
753,5036648,F,N,N,0,202500,"Commercial associate","Higher education",Married,"House / apartment",-11328,-3761,1,0,0,0,"High skill tech staff",2,0
760,5135779,F,N,Y,0,126000,Working,"Secondary / secondary special",Married,"House / apartment",-23844,-2147,1,0,1,0,Accountants,2,0
768,5148872,F,N,Y,0,135000,"State servant","Incomplete higher",Married,"House / apartment",-15371,-3332,1,0,0,0,"Core staff",2,0
774,5149402,F,N,N,1,135000,"Commercial associate","Secondary / secondary special",Married,"With parents",-13689,-1172,1,0,0,0,"Sales staff",3,0
775,5095554,F,N,N,0,76500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23235,365243,1,0,1,0,Laborers,2,0
779,5105555,F,N,Y,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-19802,-4532,1,0,0,0,Laborers,2,0
780,5136976,F,N,N,0,306000,"State servant","Higher education",Married,"House / apartment",-12677,-5587,1,0,0,0,"Medicine staff",2,0
783,5045844,F,Y,N,0,193500,Working,"Secondary / secondary special",Married,"House / apartment",-20836,-8966,1,0,0,0,Laborers,2,0
785,5062362,F,N,Y,0,270000,Pensioner,"Higher education",Married,"House / apartment",-20814,365243,1,0,0,0,Laborers,2,0
786,5010596,F,N,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22927,365243,1,0,0,0,Laborers,2,0
789,5066617,F,N,Y,0,139500,Working,"Secondary / secondary special",Married,"House / apartment",-18730,-157,1,0,0,1,"Cooking staff",2,0
792,5068337,F,Y,Y,0,112500,Working,"Higher education",Married,"House / apartment",-10101,-505,1,1,1,0,Laborers,2,0
795,5028919,F,Y,Y,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-17202,-1787,1,0,0,0,"Sales staff",2,0
799,5100373,F,N,Y,2,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-12848,-3960,1,0,0,0,"Core staff",4,0
800,5112765,F,Y,N,1,315000,"Commercial associate","Higher education",Married,"House / apartment",-11025,-2065,1,1,1,1,Laborers,3,0
806,5085861,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-18199,-5190,1,0,0,0,"Cleaning staff",2,0
809,5061753,F,N,Y,0,135000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23035,365243,1,0,1,0,Laborers,2,0
813,5038615,F,N,N,1,112500,"Commercial associate","Higher education",Married,"With parents",-12331,-3272,1,0,0,0,"Core staff",3,0
814,5047670,F,N,N,1,180000,"State servant","Higher education",Married,"House / apartment",-14069,-2500,1,1,1,1,"Core staff",3,0
815,5044987,F,N,Y,0,141750,Pensioner,"Higher education",Married,"House / apartment",-20345,365243,1,0,1,0,Laborers,2,0
816,5036828,F,N,Y,0,180000,Working,"Higher education",Married,"House / apartment",-19207,-4327,1,0,0,0,"Sales staff",2,0
818,5135446,F,N,Y,1,225000,Working,"Secondary / secondary special",Married,"With parents",-10035,-170,1,0,0,0,"Cleaning staff",3,0
824,5009821,F,Y,N,0,99000,Working,"Secondary / secondary special",Married,"House / apartment",-14883,-5457,1,0,1,0,"Cooking staff",2,0
826,5058281,F,N,Y,0,306000,"Commercial associate","Higher education",Married,"House / apartment",-14897,-3435,1,1,1,1,Laborers,2,0
828,5142988,F,N,N,1,135000,Working,"Higher education",Married,"House / apartment",-10567,-1504,1,1,0,0,"Core staff",3,0
830,5113373,F,N,Y,1,180000,Pensioner,"Higher education",Married,"House / apartment",-18979,365243,1,0,1,0,Laborers,3,0
835,5091457,F,N,Y,2,103500,Working,"Secondary / secondary special",Married,"House / apartment",-16040.34207,-6621,1,1,1,0,"Medicine staff",4,0
837,5149484,F,Y,Y,1,135000,"Commercial associate","Higher education",Married,"House / apartment",-11278,-2481,1,0,0,0,Laborers,3,0
841,5095433,F,N,Y,0,292500,Working,"Higher education",Married,"House / apartment",-18764,-9258,1,0,0,0,"High skill tech staff",2,0
842,5033797,F,Y,Y,0,148500,"Commercial associate","Secondary / secondary special",Married,"Office apartment",-17107,-2277,1,0,0,0,"Core staff",2,0
845,5100098,F,N,Y,0,90000,Working,"Secondary / secondary special",Married,"House / apartment",-10851,-826,1,0,0,0,Laborers,2,0
848,5089681,F,N,N,0,261000,"Commercial associate","Incomplete higher",Married,"House / apartment",-10028,-1070,1,1,0,0,Laborers,2,0
849,5052678,F,N,Y,1,135000,Working,"Higher education",Married,"House / apartment",-15624,-8172,1,1,1,0,"High skill tech staff",3,0
850,5116809,F,N,Y,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-18365,-701,1,0,0,0,"High skill tech staff",2,0
854,5088987,F,N,N,2,171000,Working,"Secondary / secondary special",Married,"House / apartment",-14622,-1160,1,1,1,0,"Core staff",4,0
855,5021584,F,N,N,1,40500,"State servant","Secondary / secondary special",Married,"Rented apartment",-13052,-1952,1,0,0,0,"Cooking staff",3,0
857,5051007,F,N,N,0,306000,"Commercial associate","Higher education",Married,"House / apartment",-10707,-1354,1,0,0,0,Managers,2,0
858,5024263,F,Y,N,0,202500,"Commercial associate","Secondary / secondary special",Married,"Municipal apartment",-21276,-1128,1,0,1,0,Accountants,2,0
859,5125771,F,N,Y,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-23360,-469,1,0,0,0,Laborers,2,0
861,5137247,F,N,N,0,90000,Working,"Secondary / secondary special",Married,"House / apartment",-17355,-3273,1,1,1,0,Secretaries,2,0
863,5061762,F,Y,N,1,135000,Working,"Higher education",Married,"Rented apartment",-11262,-563,1,0,0,1,Accountants,3,0
865,5009579,F,N,N,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21316,365243,1,0,0,0,Laborers,2,0
870,5069257,F,Y,Y,1,67500,Working,"Secondary / secondary special",Married,"House / apartment",-12821,-931,1,0,1,1,Laborers,3,0
873,5149413,F,N,Y,2,315000,"Commercial associate","Higher education",Married,"House / apartment",-10937,-168,1,0,1,0,Managers,4,0
874,5062745,F,N,Y,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-15035,-1128,1,0,1,0,"Cleaning staff",2,0
876,5114544,F,N,Y,0,166500,Working,"Incomplete higher",Married,"House / apartment",-10794,-4029,1,0,0,1,Laborers,2,0
883,5067832,F,Y,Y,0,315000,Working,"Higher education",Married,"House / apartment",-21377,-577,1,0,0,1,Laborers,2,0
885,5089512,F,Y,N,1,405000,Working,"Secondary / secondary special",Married,"Rented apartment",-13810,-1678,1,1,1,1,"Core staff",3,0
886,5116373,F,N,N,1,90000,Working,"Secondary / secondary special",Married,"With parents",-10092,-976,1,0,0,0,Laborers,3,0
892,5113639,F,N,N,0,135000,Pensioner,"Higher education",Married,"Municipal apartment",-19700,365243,1,0,0,0,Laborers,2,0
893,5052811,F,N,Y,0,117000,Working,"Secondary / secondary special",Married,"House / apartment",-17189,-4523,1,0,0,0,Managers,2,0
894,5095751,F,N,N,0,202500,Working,"Secondary / secondary special",Married,"With parents",-12869,-340,1,1,1,0,Managers,2,0
895,5096785,F,Y,Y,0,270000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-24194,365243,1,0,0,0,Laborers,2,0
898,5079075,F,N,Y,0,216000,Working,"Secondary / secondary special",Married,"House / apartment",-15569,-1639,1,1,0,0,"Core staff",2,0
900,5051008,F,N,N,1,225000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-10448,-3392,1,1,1,1,"Realty agents",3,0
905,5025791,F,N,Y,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-18506,-3630,1,0,0,0,"Core staff",2,0
910,5010881,F,N,Y,0,45000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20688,365243,1,0,1,0,Laborers,2,0
914,5117450,F,N,N,2,90000,Working,"Secondary / secondary special",Married,"House / apartment",-11863,-96,1,1,0,0,Laborers,4,0
915,5143620,F,N,Y,0,191399.3262,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23208,365243,1,0,1,0,Laborers,2,0
917,5089737,F,Y,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-19010,-6761,1,1,1,0,"Cleaning staff",2,0
924,5142920,F,N,N,1,292500,Working,"Incomplete higher",Married,"House / apartment",-12454,-4030,1,1,1,0,"Sales staff",3,0
931,5065798,F,N,Y,0,44550,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22911,365243,1,0,0,0,Laborers,2,0
933,5148535,F,N,Y,1,157500,Working,"Secondary / secondary special",Married,"House / apartment",-10473,-1721,1,0,1,0,Laborers,3,0
935,5105412,F,N,Y,2,135000,Working,"Secondary / secondary special",Married,"House / apartment",-12760,-1518,1,0,0,0,Laborers,4,0
938,5054297,F,Y,N,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-14060,-7364,1,1,0,0,"Cooking staff",2,0
942,5045850,F,Y,Y,2,315000,"Commercial associate","Higher education",Married,"With parents",-12621,-1327,1,0,0,0,Managers,4,0
943,5058371,F,N,Y,0,117000,Working,"Secondary / secondary special",Married,"House / apartment",-17468,-355,1,1,1,0,Laborers,2,0
945,5137187,F,Y,N,0,67500,Working,"Secondary / secondary special",Married,"House / apartment",-11405,-1934,1,1,0,0,Laborers,2,0
950,5036765,F,N,N,1,112500,Working,"Secondary / secondary special",Married,"House / apartment",-12834,-1224,1,0,0,1,Laborers,3,0
951,5091880,F,Y,Y,0,202500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-18463,-7048,1,0,0,0,Accountants,2,0
953,5061481,F,N,Y,1,225000,"Commercial associate","Higher education",Married,"House / apartment",-9615,-2266,1,0,0,1,Managers,3,0
954,5125235,F,N,Y,2,157500,"Commercial associate","Higher education",Married,"House / apartment",-13766,-73,1,0,0,0,"High skill tech staff",4,0
957,5114630,F,N,Y,0,81000,Working,"Secondary / secondary special",Married,"House / apartment",-19738,-286,1,1,0,0,"Sales staff",2,0
958,5010225,F,Y,Y,1,90000,"State servant","Secondary / secondary special",Married,"House / apartment",-17532,-8044,1,0,0,0,"Medicine staff",3,0
959,5118526,F,N,Y,0,180000,"Commercial associate","Higher education",Married,"House / apartment",-22190,-523,1,0,0,0,Laborers,2,0
961,5118527,F,N,Y,0,180000,"Commercial associate","Higher education",Married,"House / apartment",-22190,-523,1,0,0,0,Laborers,2,0
964,5066865,F,N,Y,2,54000,Working,"Secondary / secondary special",Married,"House / apartment",-9905,-795,1,0,0,0,"Sales staff",4,0
965,5061832,F,N,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22616,365243,1,0,0,0,Laborers,2,0
966,5009941,F,N,Y,2,157500,Working,"Secondary / secondary special",Married,"House / apartment",-10710,-2351,1,0,0,0,"Sales staff",4,0
968,5137175,F,N,N,0,225000,Working,"Secondary / secondary special",Married,"House / apartment",-20142,-3760,1,1,1,0,"Sales staff",2,0
974,5113455,F,N,Y,1,126000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-18140,-4119,1,0,0,0,Laborers,3,0
976,5126321,F,N,N,0,270000,Working,"Secondary / secondary special",Married,"House / apartment",-17778,-1719,1,1,1,0,"High skill tech staff",2,0
978,5068631,F,Y,Y,0,216000,Working,"Secondary / secondary special",Married,"House / apartment",-21216,-3641,1,0,0,0,Managers,2,0
981,5029184,F,N,Y,1,108000,Working,"Secondary / secondary special",Married,"House / apartment",-15973,-4603,1,0,0,0,Laborers,3,0
983,5046379,F,N,N,0,180000,Working,"Incomplete higher",Married,"House / apartment",-19558,-1904,1,0,0,0,Laborers,2,0
984,5118477,F,N,Y,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-17386,-888,1,0,0,0,Laborers,2,0
985,5106118,F,Y,Y,1,135000,Working,"Higher education",Married,"House / apartment",-13467,-393,1,0,0,0,"Core staff",3,0
986,5024148,F,Y,N,0,180000,Working,"Higher education",Married,"With parents",-11380,-1007,1,1,1,0,Accountants,2,0
987,5112966,F,N,N,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-18805,-10688,1,0,1,0,Laborers,2,0
989,5067262,F,Y,Y,0,270000,Working,"Secondary / secondary special",Married,"House / apartment",-19982,-1724,1,0,1,0,Laborers,2,0
990,5045255,F,N,Y,1,270000,Working,"Secondary / secondary special",Married,"House / apartment",-20854,-3689,1,0,0,0,"Core staff",3,0
991,5044478,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-16040.34207,-2228,1,0,0,0,Laborers,2,0
997,5028909,F,N,N,0,67500,Working,"Secondary / secondary special",Married,"House / apartment",-9963,-1876,1,0,0,0,"Sales staff",2,0
998,5090793,F,N,Y,0,247500,Working,"Higher education",Married,"House / apartment",-14020,-3503,1,0,1,0,"Core staff",2,0
1003,5028569,F,Y,Y,0,315000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15653,-5500,1,0,0,1,"Core staff",2,0
1004,5114032,F,N,N,0,99000,Working,"Higher education",Married,"House / apartment",-14661,-5521,1,0,0,0,Laborers,2,0
1005,5085826,F,N,N,0,351000,"Commercial associate","Higher education",Married,"House / apartment",-21574,-1081,1,0,1,0,Laborers,2,0
1009,5018505,F,N,N,0,58500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20970,365243,1,0,0,0,Laborers,2,0
1016,5126687,F,N,Y,0,90000,Working,"Secondary / secondary special",Married,"House / apartment",-19899,-3149,1,1,0,0,Laborers,2,0
1017,5058509,F,N,Y,0,148500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22774,365243,1,0,0,0,Laborers,2,0
1019,5021730,F,Y,Y,1,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-16971,-1375,1,0,0,1,"Cleaning staff",3,0
1020,5048542,F,N,Y,0,121900.5,Pensioner,"Secondary / secondary special",Married,"House / apartment",-15946,365243,1,0,0,0,Laborers,2,0
1021,5096342,F,N,N,0,112500,Working,"Secondary / secondary special",Married,"Municipal apartment",-11688,-1162,1,1,0,0,Laborers,2,0
1022,5021293,F,Y,Y,1,180000,"Commercial associate","Higher education",Married,"House / apartment",-11901,-183,1,0,0,1,"Core staff",3,0
1023,5143079,F,Y,N,0,225000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-13926,-500,1,0,0,0,"Sales staff",2,0
1025,5062294,F,Y,Y,0,225000,Working,"Higher education",Married,"House / apartment",-17795,-2450,1,0,0,1,Managers,2,0
1026,5091222,F,N,Y,3,135000,Working,"Secondary / secondary special",Married,"House / apartment",-14838,-1539,1,0,0,0,Laborers,5,0
1027,5089887,F,N,Y,0,157500,Working,"Higher education",Married,"House / apartment",-10662,-1556,1,0,0,0,"Sales staff",2,0
1028,5090790,F,Y,Y,0,238500,Working,"Higher education",Married,"House / apartment",-15203,-7095,1,0,0,0,"Medicine staff",2,0
1030,5069292,F,Y,Y,1,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15461,-2605,1,1,1,0,Managers,3,0
1038,5024925,F,N,N,0,33750,Pensioner,"Higher education",Married,"House / apartment",-19054,365243,1,0,0,0,Laborers,2,0
1042,5104945,F,N,Y,3,67500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-16694,-412,1,1,1,0,"Sales staff",5,0
